"","site","stream","month","day","year","latitude","longitude","huc4","wet_dry","wet_wetdry_dry","prosper_ma","fish_sampled_length_m","fish_presence","richness","evenness","abundance","abundance_per_m","bg_rel_abund","blbh_rel_abund","brmn_rel_abund","brsb_rel_abund","carp_rel_abund","ccat_rel_abund","cmsh_rel_abund","crch_rel_abund","fhch_rel_abund","fhmn_rel_abund","ge_rel_abund","gsh_rel_abund","gsun_rel_abund","iowa_rel_abund","jdt_rel_abund","lkch_rel_abund","ll_rel_abund","lmb_rel_abund","lndc_rel_abund","lnsu_rel_abund","np_rel_abund","odt_rel_abund","pkf_rel_abund","plsu_rel_abund","ptmn_rel_abund","pump_rel_abund","rcsu_rel_abund","rdsh_rel_abund","rkb_rel_abund","scat_rel_abund","sdsh_rel_abund","shrh_rel_abund","smb_rel_abund","smbuf_rel_abund","str_rel_abund","we_rel_abund","wsmn_rel_abund","wsplmn_rel_abund","wsu_rel_abund","ylbh_rel_abund","yp_rel_abund","comid","habitat_sampled_length_m","mean_depth_m","max_depth_m","mean_width_m","depth_x_width_m2","discharge_m3_s","mean_velocity_m_s","percent_pool","percent_riffle","percent_run","wetted_area_m2","wetted_area_per100m","temp_c","conductivity","specific_cond","percent_do","do_mg_L","turbidity_cm","dom_substrate","MJJA_HIST","BFICat","ICI_v2_1","wet_dry_01"
"88","PD5","Prairie Dog Creek",7,31,2023,44.70353,-106.8548,"1009","Wet","Wet",0.708521204,260,1,2,0.1424434,10,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5338429",260,NA,NA,4.5176923,NA,1.5747796,0.459333333,6.988626,18.3594565,74.6519175,1227.008,471.926,18.6,209,238.1,85.7,8.01,19,"Gravel, silt, cobble",4.22664452,63,0.467396389198626,1
"89","PD6","Prairie Dog Creek",9,18,2023,44.66084,-106.83753,"1009","Wet","Wet",0.70095758,260,1,5,0.25513875,12,0.046153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,0.333333333,0.083333333,NA,NA,NA,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,"5338507",260,NA,NA,4.0714286,NA,1.3388982,0.63,0,36.7232492,63.2767508,999.661,384.485,11.3,126.6,170.6,84.6,9.26,48,"Silt, cobble",3.50980473,62.5685,0.491741027599875,1
"90","PD7","Prairie Dog Creek",8,1,2023,44.6231,-106.84367,"1009","Wet","Wet",0.618466665,260,1,1,NA,1,0.003846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5338591",260,NA,NA,4.9642857,NA,2.1003146,0.600666667,NA,NA,NA,NA,NA,16.7,76.4,90.8,86.9,8.46,16,"Silt, sand, gravel, cobble",1.36110616,61.0884,0.499651268863195,1
"91","RC1","Richeau Creek",7,24,2023,41.87839,-104.839,"1018","Wet","Wet",0.584042419,260,1,4,0.13183272,103,0.396153846,NA,NA,NA,NA,NA,NA,NA,0.699029126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067961165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213592233,NA,NA,NA,0.019417476,NA,NA,"17485869",260,0.14428571,0.38,1.7964286,0.25919898,0.01891589,0.103333333,28.8364849,47.5290869,23.6344282,509.164,195.832,20.1,519,573,107.6,9.74,95,"Silt, gravel, cobble",11.60043812,63.9078,0.441213226517365,1
"92","RC2","Richeau Creek",7,25,2023,41.86601,-104.84965,"1018","Dry","WetDry",0.592430303,260,1,1,NA,9,0.034615385,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17485887",260,0.1466,0.6,3.81,0.558546,0.0048384,0.020666667,86.751995,4.5632485,8.6847565,783.718,301.43,18.1,357.8,412.6,57.9,5.48,95,"Silt, cobble, gravel",10.97392845,63.9779,0.743588784832822,0
"93","RC3","Richeau Creek",7,25,2023,41.86373,-104.85284,"1018","Dry","WetDry",0.514442422,260,1,4,0.33249949,198,0.761538462,NA,NA,NA,NA,NA,NA,NA,0.388888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121212121,NA,NA,NA,0.323232323,NA,NA,"17485887",260,0.20314286,0.61,6.2842857,1.27660776,0.0018873,0.012666667,95.9537353,2.6793008,1.366964,1947.747,749.133,24.3,541,549,94.8,7.94,83.5,"Silt, cobble, gravel",10.97392845,63.9779,0.743588784832822,0
"94","RC4","Richeau Creek",9,8,2023,41.8276,-104.91803,"1018","Wet","Wet",0.561290915,260,1,6,0.1487267,414,1.592307692,NA,NA,NA,NA,NA,NA,NA,0.628019324,NA,0.089371981,NA,NA,NA,NA,NA,NA,NA,NA,0.033816425,NA,NA,NA,NA,NA,0.033816425,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188405797,NA,NA,NA,0.026570048,NA,NA,"17485913",260,0.17271429,1.06,4.215,0.72799071,0.0130863,0.037333333,28.1885918,47.6341371,24.1772711,1057.183,406.609,14.4,396.3,496.6,73,7.44,95,"Silt, gravel, cobbles",8.71718502,62.5556,0.856374164409952,1
"95","E1","Pumpkin Creek",8,3,2023,46.25003,-105.75252,"1009","Wet","Wet",0.700957567,220,1,13,0.15446125,127,0.577272727,NA,NA,0.047244094,NA,0.125984252,0.015748031,NA,NA,NA,NA,0.007874016,0.031496063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023622047,0.031496063,NA,NA,0.031496063,0.133858268,0.007874016,NA,0.007874016,NA,0.023622047,NA,0.511811024,NA,NA,NA,"12753179",220,0.25983333,0.88,10.6,2.75423333,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,27.5,"Silt, boulders",47.82262802,22.294,0.559775935323458,1
"96","E2","Pumpkin Creek",7,31,2023,46.21931,-105.66625,"1009","Wet","Wet",0.695042431,270,1,13,0.12619184,251,0.92962963,NA,NA,0.027888446,NA,0.007968127,NA,NA,0.011952191,0.067729084,0.278884462,NA,NA,0.171314741,NA,NA,NA,NA,NA,0.019920319,NA,NA,NA,0.027888446,NA,NA,NA,0.003984064,NA,NA,NA,0.358565737,NA,NA,NA,NA,NA,0.015936255,NA,0.003984064,0.003984064,NA,"12752157",270,0.35414286,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,16,"Silt/ mud, gravel",47.06578827,21.1005,0.543728174060432,1
"97","E2.5","Pumpkin Creek",8,2,2023,46.20432,-105.64584,"1009","Dry","WetDry",0.66704242,270,1,4,0.76299216,18,0.066666667,NA,NA,NA,NA,0.277777778,NA,NA,NA,NA,0.277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,NA,NA,NA,NA,NA,NA,NA,0.222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12752185",270,NA,NA,NA,NA,NA,NA,100,0,0,211.544,78.35,27,NA,NA,NA,NA,26,"Silt/ mud",43.48041916,22.346,0.465660787476268,0
"98","E3","Pumpkin Creek",8,2,2023,46.05303,-105.57008,"1009","Wet","Wet",0.701490906,210,1,4,0.43891193,6,0.028571429,NA,NA,NA,NA,0.166666667,NA,NA,0.333333333,NA,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12752813",210,NA,0.28,NA,NA,NA,NA,0,0,100,354.235,168.683,25,NA,NA,NA,NA,64,"Silt/mud, macrophytes",33.69603729,26,0.784010097765609,1
"99","E4","Pumpkin Creek",8,2,2023,45.93171,-105.64672,"1009","Dry","WetDry",0.695406068,260,1,1,NA,10,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12755165",260,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,5,"Silt/mud",29.05254364,27.2113,0.805906034948574,0
"100","E5","Pumpkin Creek",8,2,2023,45.71198,-105.73603,"1009","Wet","Wet",0.660575762,260,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12755397",260,0.28485714,0.63,NA,NA,NA,NA,0,0,100,2215.524,852.125,20,NA,NA,NA,NA,95,"Silt/mud, macrophytes",10.80870438,32.9143,0.7734400549228,1
